,index,0
667,"('tesladan', 'bugunun', 'konusu')",1
668,"('barndran', 'tesladan', 'bugunun')",1
669,"('modelleri', 'barndran', 'tesladan')",1
670,"('sahip', 'modelleri', 'barndran')",1
671,"('performanslara', 'sahip', 'modelleri')",1
672,"('seceneklerine', 'performanslara', 'sahip')",1
673,"('motor', 'seceneklerine', 'performanslara')",1
674,"('ozelliklere', 'motor', 'seceneklerine')",1
675,"('farkl', 'ozelliklere', 'motor')",1
676,"('alyor', 'farkl', 'ozelliklere')",1
677,"('five', 'year', 'deploy')",1
678,"('took', 'tesla', 'five')",1
679,"('olacagz', 'tesla', 'model')",1
680,"('ol', 'und', 'gas')",1
681,"('elon', 'musk', 'signaling')",1
682,"('ansehen', 'elon', 'musk')",1
683,"('genau', 'ansehen', 'elon')",1
684,"('einmal', 'genau', 'ansehen')",1
685,"('elektroautos', 'einmal', 'genau')",1
686,"('ihre', 'elektroautos', 'einmal')",1
687,"('sich', 'ihre', 'elektroautos')",1
688,"('teslakunden', 'sich', 'ihre')",1
689,"('mussen', 'teslakunden', 'sich')",1
690,"('konnen', 'mussen', 'teslakunden')",1
691,"('verzichten', 'konnen', 'mussen')",1
692,"('werden', 'verzichten', 'konnen')",1
693,"('gas', 'werden', 'verzichten')",1
694,"('und', 'gas', 'werden')",1
695,"('wie', 'ol', 'und')",1
696,"('signaling', 'tesla', 'ramping')",1
697,"('brennstoffe', 'wie', 'ol')",1
698,"('fossile', 'brennstoffe', 'wie')",1
699,"('auf', 'fossile', 'brennstoffe')",1
700,"('nicht', 'auf', 'fossile')",1
701,"('sicht', 'nicht', 'auf')",1
702,"('lange', 'sicht', 'nicht')",1
703,"('auf', 'lange', 'sicht')",1
704,"('noch', 'auf', 'lange')",1
705,"('wir', 'noch', 'auf')",1
706,"('das', 'wir', 'noch')",1
707,"('einschwort', 'das', 'wir')",1
708,"('darauf', 'einschwort', 'das')",1
709,"('welt', 'darauf', 'einschwort')",1
710,"('die', 'welt', 'darauf')",1
711,"('musk', 'signaling', 'tesla')",1
712,"('tesla', 'ramping', 'powerwall')",1
713,"('reported', 'took', 'tesla')",1
714,"('strong', 'several', 'market')",1
715,"('previously', 'reported', 'took')",1
716,"('a', 'previously', 'reported')",1
717,"('rampups', 'a', 'previously')",1
718,"('significant', 'rampups', 'a')",1
719,"('despite', 'significant', 'rampups')",1
720,"('catch', 'despite', 'significant')",1
721,"('able', 'catch', 'despite')",1
722,"('nt', 'able', 'catch')",1
723,"('production', 'nt', 'able')",1
724,"('australia', 'production', 'nt')",1
725,"('u', 'australia', 'production')",1
726,"('like', 'u', 'australia')",1
727,"('market', 'like', 'u')",1
728,"('several', 'market', 'like')",1
729,"('demand', 'strong', 'several')",1
730,"('ramping', 'powerwall', 'production')",1
731,"('the', 'demand', 'strong')",1
732,"('time', 'the', 'demand')",1
733,"('long', 'time', 'the')",1
734,"('powerwall', 'long', 'time')",1
735,"('constrained', 'powerwall', 'long')",1
736,"('production', 'constrained', 'powerwall')",1
737,"('tesla', 'production', 'constrained')",1
738,"('pack', 'tesla', 'production')",1
739,"('battery', 'pack', 'tesla')",1
740,"('availability', 'home', 'battery')",1
741,"('increase', 'availability', 'home')",1
742,"('finally', 'increase', 'availability')",1
743,"('production', 'finally', 'increase')",1
744,"('powerwall', 'production', 'finally')",1
745,"('yantlams', 'olacagz', 'tesla')",1
746,"('model', 'x', 'ozellikleri')",1
747,"('sei', 'da', 'papier')",1
748,"('anlegermagazin', 'der', 'aktionar')",1
749,"('us88160r1014', 'wkn', 'a1cx3t')",1
750,"('isin', 'us88160r1014', 'wkn')",1
751,"('inc', 'isin', 'us88160r1014')",1
752,"('tesla', 'inc', 'isin')",1
753,"('uselektroautoherstellers', 'tesla', 'inc')",1
754,"('de', 'uselektroautoherstellers', 'tesla')",1
755,"('aktie', 'de', 'uselektroautoherstellers')",1
756,"('die', 'aktie', 'de')",1
757,"('aktienanalyse', 'die', 'aktie')",1
758,"('aktuellen', 'aktienanalyse', 'die')",1
759,"('einer', 'aktuellen', 'aktienanalyse')",1
760,"('nimmt', 'einer', 'aktuellen')",1
761,"('aktionar', 'nimmt', 'einer')",1
762,"('der', 'aktionar', 'nimmt')",1
763,"('vom', 'anlegermagazin', 'der')",1
764,"('a1cx3t', 'tickersymbol', 'tl0')",1
765,"('nutzel', 'vom', 'anlegermagazin')",1
766,"('timo', 'nutzel', 'vom')",1
767,"('aktionar', 'timo', 'nutzel')",1
768,"('der', 'aktionar', 'timo')",1
769,"('von', 'der', 'aktionar')",1
770,"('teslaaktienanalyse', 'von', 'der')",1
771,"('wwwaktiencheckde', 'teslaaktienanalyse', 'von')",1
772,"('kulmbach', 'wwwaktiencheckde', 'teslaaktienanalyse')",1
773,"('technology', 'kulmbach', 'wwwaktiencheckde')",1
774,"('battery', 'technology', 'kulmbach')",1
775,"('audio', 'the', 'secret')",1
776,"('html5', 'audio', 'the')",1
777,"('support', 'html5', 'audio')",1
778,"('nt', 'support', 'html5')",1
779,"('wkn', 'a1cx3t', 'tickersymbol')",1
780,"('tickersymbol', 'tl0', 'nasdaqsymbol')",1
781,"('articleyour', 'browser', 'nt')",1
782,"('erst', 'kurzlich', 'habe')",1
783,"('zudem', 'sei', 'da')",1
784,"('generiert', 'zudem', 'sei')",1
785,"('verkaufssignal', 'generiert', 'zudem')",1
786,"('ein', 'verkaufssignal', 'generiert')",1
787,"('damit', 'ein', 'verkaufssignal')",1
788,"('und', 'damit', 'ein')",1
789,"('aufgelost', 'und', 'damit')",1
790,"('unten', 'aufgelost', 'und')",1
791,"('nach', 'unten', 'aufgelost')",1
792,"('doppeltopformation', 'nach', 'unten')",1
793,"('ihre', 'doppeltopformation', 'nach')",1
794,"('sie', 'ihre', 'doppeltopformation')",1
795,"('habe', 'sie', 'ihre')",1
796,"('kurzlich', 'habe', 'sie')",1
797,"('au', 'erst', 'kurzlich')",1
798,"('tl0', 'nasdaqsymbol', 'tsla')",1
799,"('gut', 'au', 'erst')",1
800,"('allzu', 'gut', 'au')",1
801,"('nicht', 'allzu', 'gut')",1
802,"('momentan', 'nicht', 'allzu')",1
803,"('e', 'momentan', 'nicht')",1
804,"('sehe', 'e', 'momentan')",1
805,"('teslaaktie', 'sehe', 'e')",1
806,"('der', 'teslaaktie', 'sehe')",1
807,"('bei', 'der', 'teslaaktie')",1
808,"('lupe', 'bei', 'der')",1
809,"('die', 'lupe', 'bei')",1
810,"('unter', 'die', 'lupe')",1
811,"('tsla', 'unter', 'die')",1
812,"('nasdaqsymbol', 'tsla', 'unter')",1
813,"('browser', 'nt', 'support')",1
814,"('inlisten', 'articleyour', 'browser')",1
815,"('x', 'ozellikleri', 'bakmndan')",1
816,"('yars', 'otomobili', 'ile')",1
817,"('cell', 'new', 'manufacturing')",1
818,"('saving', 'bigger', 'cell')",1
819,"('expert', 'saving', 'bigger')",1
820,"('cost', 'expert', 'saving')",1
821,"('battery', 'cost', 'expert')",1
822,"('y', 'battery', 'cost')",1
823,"('5500', 'model', 'y')",1
824,"('cut', '5500', 'model')",1
825,"('tesla', 'cut', '5500')",1
826,"('0', 'tesla', 'cut')",1
827,"('kapasitede', 'patrick', 't')",1
828,"('yarsacak', 'kapasitede', 'patrick')",1
829,"('ile', 'yarsacak', 'kapasitede')",1
830,"('otomobili', 'ile', 'yarsacak')",1
831,"('cogu', 'yars', 'otomobili')",1
832,"('manufacturing', 'process', 'tesla')",1
833,"('gelebilecek', 'cogu', 'yars')",1
834,"('aklnza', 'gelebilecek', 'cogu')",1
835,"('su', 'aklnza', 'gelebilecek')",1
836,"('da', 'su', 'aklnza')",1
837,"('konusunda', 'da', 'su')",1
838,"('performans', 'konusunda', 'da')",1
839,"('motor', 'performans', 'konusunda')",1
840,"('birlikte', 'motor', 'performans')",1
841,"('bununla', 'birlikte', 'motor')",1
842,"('guclu', 'bununla', 'birlikte')",1
843,"('derecede', 'guclu', 'bununla')",1
844,"('inanlmaz', 'derecede', 'guclu')",1
845,"('bakmndan', 'inanlmaz', 'derecede')",1
846,"('ozellikleri', 'bakmndan', 'inanlmaz')",1
847,"('new', 'manufacturing', 'process')",1
848,"('process', 'tesla', 'yet')",1
849,"('kick', 'inlisten', 'articleyour')",1
850,"('producing', 'high', 'volume')",1
851,"('saving', 'kick', 'inlisten')",1
852,"('istreuters', 'drycoating', 'technique')",1
853,"('pm', 'istreuters', 'drycoating')",1
854,"('1230', 'pm', 'istreuters')",1
855,"('read', '1230', 'pm')",1
856,"('min', 'read', '1230')",1
857,"('7', 'min', 'read')",1
858,"('2022', '7', 'min')",1
859,"('end', '2022', '7')",1
860,"('surpassed', '1', 'trillion')",1
861,"('battery', 'end', '2022')",1
862,"('4680', 'battery', 'end')",1
863,"('volume', '4680', 'battery')",1
864,"('high', 'volume', '4680')",1
865,"('would', 'producing', 'high')",1
866,"('tesla', 'yet', 'ramp')",1
867,"('tesla', 'would', 'producing')",1
868,"('shareholder', 'tesla', 'would')",1
869,"('told', 'shareholder', 'tesla')",1
870,"('musk', 'told', 'shareholder')",1
871,"('august', 'musk', 'told')",1
872,"('in', 'august', 'musk')",1
873,"('said', 'in', 'august')",1
874,"('company', 'said', 'in')",1
875,"('expert', 'sept', '6')",1
876,"('technique', 'expert', 'sept')",1
877,"('drycoating', 'technique', 'expert')",1
878,"('new', 'drycoating', 'technique')",1
879,"('ramp', 'new', 'drycoating')",1
880,"('yet', 'ramp', 'new')",1
881,"('cap', 'surpassed', '1')",1
882,"('nt', 'want', 'tesla')",1
883,"('1', 'trillion', 'last')",1
884,"('provisionsfrei', 'kaufen', 'die')",1
885,"('ev', 'adoption', 'u')",1
886,"('adoption', 'u', 'previously')",1
887,"('u', 'previously', 'ev')",1
888,"('previously', 'ev', 'buyer')",1
889,"('ev', 'buyer', 'u')",1
890,"('buyer', 'u', 'got')",1
891,"('u', 'got', 'federal')",1
892,"('got', 'federal', 'tax')",1
893,"('federal', 'tax', 'credit')",1
894,"('tax', 'credit', '7500')",1
895,"('credit', '7500', 'tesla')",1
896,"('7500', 'tesla', 'kame')",1
897,"('jahrlich', 'eine', 'hier')",1
898,"('eine', 'hier', 'aktien')",1
899,"('hier', 'aktien', 'provisionsfrei')",1
900,"('increase', 'ev', 'adoption')",1
901,"('measure', 'increase', 'ev')",1
902,"('several', 'measure', 'increase')",1
903,"('biden', 'signed', 'inflation')",1
904,"('company', 'last', 'month')",1
905,"('last', 'month', 'u')",1
906,"('month', 'u', 'president')",1
907,"('u', 'president', 'joe')",1
908,"('president', 'joe', 'biden')",1
909,"('joe', 'biden', 'signed')",1
910,"('signed', 'inflation', 'reduction')",1
911,"('also', 'several', 'measure')",1
912,"('reduction', 'act', 'while')",1
913,"('act', 'while', 'act')",1
914,"('while', 'act', 'many')",1
915,"('act', 'many', 'provision')",1
916,"('many', 'provision', 'also')",1
917,"('provision', 'also', 'several')",1
918,"('aktien', 'provisionsfrei', 'kaufen')",1
919,"('kaufen', 'die', 'batteriekapazitat')",1
920,"('ev', 'electric', 'vehicle')",1
921,"('die', 'batteriekapazitat', 'musste')",1
922,"('gigawattstunden', 'erklarte', 'musk')",1
923,"('erklarte', 'musk', 'im')",1
924,"('musk', 'im', 'juli')",1
925,"('im', 'juli', 'hamburg')",1
926,"('juli', 'hamburg', 'ots')",1
927,"('hamburg', 'ots', 'quietscht')",1
928,"('ots', 'quietscht', 'der')",1
929,"('quietscht', 'der', 'tesla')",1
930,"('der', 'tesla', 'der')",1
931,"('tesla', 'der', 'vorderachse')",1
932,"('der', 'vorderachse', 'ist')",1
933,"('vorderachse', 'ist', 'da')",1
934,"('ist', 'da', 'nicht')",1
935,"('da', 'nicht', 'nur')",1
936,"('nicht', 'nur', 'unerwartet')",1
937,"('3000', 'gigawattstunden', 'erklarte')",1
938,"('auf', '3000', 'gigawattstunden')",1
939,"('bedarf', 'auf', '3000')",1
940,"('gigawattstunden', 'um', 'da')",1
941,"('batteriekapazitat', 'musste', 'im')",1
942,"('musste', 'im', 'vergleich')",1
943,"('zu', 'den', 'derzeitigen')",1
944,"('den', 'derzeitigen', '100')",1
945,"('derzeitigen', '100', 'gigawattstunden')",1
946,"('100', 'gigawattstunden', 'um')",1
947,"('um', 'da', '30fache')",1
948,"('der', 'bedarf', 'auf')",1
949,"('da', '30fache', 'steigen')",1
950,"('30fache', 'steigen', 'langfristig')",1
951,"('steigen', 'langfristig', 'belaufe')",1
952,"('langfristig', 'belaufe', 'sich')",1
953,"('belaufe', 'sich', 'der')",1
954,"('sich', 'der', 'bedarf')",1
955,"('vehicle', 'company', 'last')",1
956,"('bullish', 'ev', 'electric')",1
957,"('trillion', 'last', 'year')",1
958,"('entry', 'thailand', 'aligned')",1
959,"('offering', 'job', 'role')",1
960,"('job', 'role', 'homecharging')",1
961,"('role', 'homecharging', 'developer')",1
962,"('homecharging', 'developer', 'service')",1
963,"('developer', 'service', 'manager')",1
964,"('service', 'manager', 'part')",1
965,"('manager', 'part', 'advisor')",1
966,"('part', 'advisor', 'delivery')",1
967,"('advisor', 'delivery', 'operation')",1
968,"('delivery', 'operation', 'advisor')",1
969,"('operation', 'advisor', 'vehicle')",1
970,"('advisor', 'vehicle', 'technician')",1
971,"('vehicle', 'technician', 'tesla')",1
972,"('technician', 'tesla', 's')",1
973,"('tesla', 's', 'entry')",1
974,"('monday', 'offering', 'job')",1
975,"('website', 'monday', 'offering')",1
976,"('posting', 'website', 'monday')",1
977,"('southeast', 'asia', 'automotive')",1
978,"('american', 'electric', 'vehicle')",1
979,"('electric', 'vehicle', 'ev')",1
980,"('vehicle', 'ev', 'manufacturing')",1
981,"('ev', 'manufacturing', 'company')",1
982,"('manufacturing', 'company', 'southeast')",1
983,"('company', 'southeast', 'asia')",1
984,"('asia', 'automotive', 'hub')",1
985,"('job', 'posting', 'website')",1
986,"('automotive', 'hub', 'tesla')",1
987,"('hub', 'tesla', 'advertised')",1
988,"('tesla', 'advertised', '16')",1
989,"('advertised', '16', 'bangkokbased')",1
990,"('16', 'bangkokbased', 'job')",1
991,"('bangkokbased', 'job', 'posting')",1
992,"('s', 'entry', 'thailand')",1
993,"('thailand', 'aligned', 'government')",1
994,"('turning', 'bullish', 'ev')",1
995,"('aligned', 'government', 's')",1
996,"('would', 'stand', 'gain')",1
997,"('stand', 'gain', 'inflation')",1
998,"('gain', 'inflation', 'reduction')",1
999,"('reduction', 'act', 'wolfe')",1
1000,"('act', 'wolfe', 'upgraded')",1
1001,"('wolfe', 'upgraded', 'tsla')",1
1002,"('upgraded', 'tsla', 'stock')",1
1003,"('tsla', 'stock', 'raised')",1
1004,"('stock', 'raised', 'target')",1
1005,"('raised', 'target', 'price')",1
1006,"('target', 'price', 'joining')",1
1007,"('price', 'joining', 'list')",1
1008,"('joining', 'list', 'brokerage')",1
1009,"('list', 'brokerage', 'turning')",1
1010,"('brokerage', 'turning', 'bullish')",1
1011,"('tsla', 'would', 'stand')",1
1012,"('nyse', 'tsla', 'would')",1
1013,"('tesla', 'nyse', 'tsla')",1
1014,"('country', 'produce', '725000')",1
1015,"('government', 's', 'goal')",1
1016,"('s', 'goal', 'boost')",1
1017,"('goal', 'boost', 'use')",1
1018,"('boost', 'use', 'ev')",1
1019,"('use', 'ev', 'country')",1
1020,"('ev', 'country', 'produce')",1
1021,"('produce', '725000', 'ev')",1
1022,"('research', 'tesla', 'nyse')",1
1023,"('725000', 'ev', 'annually')",1
1024,"('ev', 'annually', '2030')",1
1025,"('annually', '2030', 'according')",1
1026,"('2030', 'according', 'wolfe')",1
1027,"('according', 'wolfe', 'research')",1
1028,"('wolfe', 'research', 'tesla')",1
1029,"('nur', 'unerwartet', 'fur')",1
1030,"('unerwartet', 'fur', 'die')",1
1031,"('fur', 'die', 'sonst')",1
1032,"('producator', 'de', 'echipamente')",1
1033,"('euro', 'tesla', 'energy')",1
1034,"('storage', 'va', 'construi')",1
1035,"('construi', 'fabrica', 'la')",1
1036,"('fabrica', 'la', 'braila')",1
1037,"('la', 'braila', 'foto')",1
1038,"('braila', 'foto', 'epaefe')",1
1039,"('foto', 'epaefe', 'tesla')",1
1040,"('epaefe', 'tesla', 'energy')",1
1041,"('energy', 'storage', 'face')",1
1042,"('storage', 'face', 'parte')",1
1043,"('face', 'parte', 'din')",1
1044,"('parte', 'din', 'grupul')",1
1045,"('din', 'grupul', 'cehesc')",1
1046,"('grupul', 'cehesc', 'tesla')",1
1047,"('cehesc', 'tesla', 'producator')",1
1048,"('de', 'euro', 'tesla')",1
1049,"('de', 'milioane', 'de')",1
1050,"('90', 'de', 'milioane')",1
1051,"('construi', 'in', 'orasul')",1
1052,"('o', 'fabrica', 'de')",1
1053,"('fabrica', 'de', 'echipamente')",1
1054,"('stocarea', 'energiei', 'se')",1
1055,"('energiei', 'se', 'va')",1
1056,"('se', 'va', 'construi')",1
1057,"('va', 'construi', 'in')",1
1058,"('in', 'orasul', 'braila')",1
1059,"('peste', '90', 'de')",1
1060,"('orasul', 'braila', 'compania')",1
1061,"('braila', 'compania', 'tesla')",1
1062,"('compania', 'tesla', 'energy')",1
1063,"('storage', 'va', 'investi')",1
1064,"('va', 'investi', 'peste')",1
1065,"('investi', 'peste', '90')",1
1066,"('tesla', 'producator', 'de')",1
1067,"('de', 'echipamente', 'energetice')",1
1068,"('die', 'sonst', 'leisen')",1
1069,"('echipamente', 'energetice', 'si')",1
1070,"('oferite', 'si', 'pozitionarea')",1
1071,"('si', 'pozitionarea', 'iau')",1
1072,"('pozitionarea', 'iau', 'convins')",1
1073,"('iau', 'convins', 'pe')",1
1074,"('convins', 'pe', 'investitori')",1
1075,"('pe', 'investitori', 'sa')",1
1076,"('investitori', 'sa', 'aleaga')",1
1077,"('sa', 'aleaga', 'braila')",1
1078,"('aleaga', 'braila', 'pentru')",1
1079,"('braila', 'pentru', 'aceasta')",1
1080,"('pentru', 'aceasta', 'uzina')",1
1081,"('aceasta', 'uzina', 'de')",1
1082,"('uzina', 'de', 'echipamente')",1
1083,"('stocarea', 'energiei', 'fabrica')",1
1084,"('energiei', 'fabrica', 'de')",1
1085,"('facilitatile', 'oferite', 'si')",1
1086,"('euro', 'facilitatile', 'oferite')",1
1087,"('de', 'euro', 'facilitatile')",1
1088,"('libera', 'din', 'orasul')",1
1089,"('energetice', 'si', 'va')",1
1090,"('si', 'va', 'construi')",1
1091,"('construi', 'fabrica', 'in')",1
1092,"('fabrica', 'in', 'zona')",1
1093,"('in', 'zona', 'libera')",1
1094,"('zona', 'libera', 'din')",1
1095,"('din', 'orasul', 'braila')",1
1096,"('92', 'milioane', 'de')",1
1097,"('orasul', 'braila', 'investitia')",1
1098,"('braila', 'investitia', 'se')",1
1099,"('investitia', 'se', 'va')",1
1100,"('se', 'va', 'ridica')",1
1101,"('va', 'ridica', '92')",1
1102,"('ridica', '92', 'milioane')",1
1103,"('hebelscheinspekulant', 'o', 'fabrica')",1
1104,"('auf', 'hebelscheinspekulant', 'o')",1
1105,"('wichtig', 'erschien', 'zuerst')",1
1106,"('besonders', 'wichtig', 'erschien')",1
1107,"('jahres', 'mehr', 'und')",1
1108,"('mehr', 'und', 'mehr')",1
1109,"('und', 'mehr', 'teslafahrer')",1
1110,"('mehr', 'teslafahrer', 'au')",1
1111,"('teslafahrer', 'au', 'der')",1
1112,"('au', 'der', 'ganzen')",1
1113,"('der', 'ganzen', 'welt')",1
1114,"('ganzen', 'welt', 'von')",1
1115,"('welt', 'von', 'storenden')",1
1116,"('von', 'storenden', 'quietschgerauschen')",1
1117,"('storenden', 'quietschgerauschen', 'bei')",1
1118,"('quietschgerauschen', 'bei', 'fahrzeugen')",1
1119,"('bei', 'fahrzeugen', 'der')",1
1120,"('fahrzeugen', 'der', 'reihen')",1
1121,"('der', 'reihen', 'model')",1
1122,"('de', 'jahres', 'mehr')",1
1123,"('anfang', 'de', 'jahres')",1
1124,"('seit', 'anfang', 'de')",1
1125,"('auch', 'den', 'ehrgeiz')",1
1126,"('sonst', 'leisen', 'premiumelektroautos')",1
1127,"('leisen', 'premiumelektroautos', 'sondern')",1
1128,"('premiumelektroautos', 'sondern', 'e')",1
1129,"('sondern', 'e', 'weckt')",1
1130,"('e', 'weckt', 'auch')",1
1131,"('weckt', 'auch', 'den')",1
1132,"('den', 'ehrgeiz', 'der')",1
1133,"('nachdem', 'seit', 'anfang')",1
1134,"('ehrgeiz', 'der', 'meyle')",1
1135,"('der', 'meyle', 'ingenieure')",1
1136,"('meyle', 'ingenieure', 'au')",1
1137,"('ingenieure', 'au', 'hamburg')",1
1138,"('au', 'hamburg', 'nachdem')",1
1139,"('hamburg', 'nachdem', 'seit')",1
1140,"('reihen', 'model', '3')",1
1141,"('model', 'y', 'berichteten')",1
1142,"('y', 'berichteten', 'prasentiert')",1
1143,"('mit', 'unglaublichen', 'news')",1
1144,"('tesla', 'model', '3')",1
1145,"('model', 'y', 'fur')",1
1146,"('y', 'fur', 'alle')",1
1147,"('beitrag', 'tesla', 'schockiert')",1
1148,"('tesla', 'schockiert', 'mit')",1
1149,"('schockiert', 'mit', 'unglaublichen')",1
1150,"('unglaublichen', 'news', 'da')",1
1151,"('hdquerlenker', 'fur', 'tesla')",1
1152,"('news', 'da', 'ist')",1
1153,"('da', 'ist', 'fur')",1
1154,"('fur', 'anleger', 'heute')",1
1155,"('anleger', 'heute', 'ganz')",1
1156,"('heute', 'ganz', 'besonders')",1
1157,"('ganz', 'besonders', 'wichtig')",1
1158,"('fur', 'tesla', 'model')",1
1159,"('meyle', 'hdquerlenker', 'fur')",1
1160,"('berichteten', 'prasentiert', 'der')",1
1161,"('wwwmeylecom', 'auf', 'der')",1
1162,"('prasentiert', 'der', 'ersatzteilhersteller')",1
1163,"('der', 'ersatzteilhersteller', 'meyle')",1
1164,"('ersatzteilhersteller', 'meyle', 'ag')",1
1165,"('meyle', 'ag', 'http')",1
1166,"('ag', 'http', 'wwwmeylecom')",1
1167,"('http', 'wwwmeylecom', 'auf')",1
1168,"('auf', 'der', 'automechanika')",1
1169,"('neuen', 'meyle', 'hdquerlenker')",1
1170,"('der', 'automechanika', '2022')",1
1171,"('automechanika', '2022', 'die')",1
1172,"('2022', 'die', 'losung')",1
1173,"('die', 'losung', 'den')",1
1174,"('losung', 'den', 'neuen')",1
1175,"('den', 'neuen', 'meyle')",1
1176,"('expansion', 'american', 'electric')",1
1177,"('signaling', 'expansion', 'american')",1
1178,"('show', 'signaling', 'expansion')",1
1179,"('louisiana', 'car', 'dealer')",1
1180,"('association', 'others', 'tesla')",1
1181,"('others', 'tesla', 'argues')",1
1182,"('tesla', 'argues', 'louisiana')",1
1183,"('argues', 'louisiana', 'guilty')",1
1184,"('louisiana', 'guilty', 'violating')",1
1185,"('guilty', 'violating', 'antitrust')",1
1186,"('violating', 'antitrust', 'law')",1
1187,"('antitrust', 'law', 'take')",1
1188,"('law', 'take', 'away')",1
1189,"('take', 'away', 'freedom')",1
1190,"('away', 'freedom', 'louisiana')",1
1191,"('freedom', 'louisiana', 'consumer')",1
1192,"('louisiana', 'consumer', 'according')",1
1193,"('consumer', 'according', 'tesla')",1
1194,"('according', 'tesla', 'louisiana')",1
1195,"('dealer', 'association', 'others')",1
1196,"('automobile', 'dealer', 'association')",1
1197,"('louisiana', 'automobile', 'dealer')",1
1198,"('louisiana', 'consumer', 'something')",1
1199,"('want', 'tesla', 'sell')",1
1200,"('tesla', 'sell', 'electric')",1
1201,"('sell', 'electric', 'vehicle')",1
1202,"('electric', 'vehicle', 'directly')",1
1203,"('vehicle', 'directly', 'louisiana')",1
1204,"('directly', 'louisiana', 'consumer')",1
1205,"('consumer', 'something', 'nt')",1
1206,"('lawsuit', 'louisiana', 'automobile')",1
1207,"('something', 'nt', 'sit')",1
1208,"('nt', 'sit', 'well')",1
1209,"('sit', 'well', 'automaker')",1
1210,"('well', 'automaker', 'in')",1
1211,"('automaker', 'in', 'lawsuit')",1
1212,"('in', 'lawsuit', 'louisiana')",1
1213,"('tesla', 'louisiana', 'car')",1
1214,"('car', 'dealer', 'state')",1
1215,"('tesla', 'ca', 'nt')",1
1216,"('dealer', 'state', 'dealer')",1
1217,"('million', 'tesla', 'nasdaq')",1
1218,"('tesla', 'nasdaq', 's')",1
1219,"('nasdaq', 's', 'year')",1
1220,"('s', 'u', 'detroit')",1
1221,"('u', 'detroit', 'ap')",1
1222,"('detroit', 'ap', 'the')",1
1223,"('ap', 'the', 'national')",1
1224,"('the', 'national', 'labor')",1
1225,"('national', 'labor', 'relation')",1
1226,"('labor', 'relation', 'board')",1
1227,"('relation', 'board', 'reversed')",1
1228,"('board', 'reversed', 'trumpera')",1
1229,"('reversed', 'trumpera', 'decision')",1
1230,"('trumpera', 'decision', 'finding')",1
1231,"('decision', 'finding', 'tesla')",1
1232,"('22', 'by', 'norihiko')",1
1233,"('photo', '22', 'by')",1
1234,"('songfile', 'photo', '22')",1
1235,"('selling', 'direct', 'louisiana')",1
1236,"('state', 'dealer', 'association')",1
1237,"('dealer', 'association', 'conspired')",1
1238,"('association', 'conspired', 'block')",1
1239,"('conspired', 'block', 'tesla')",1
1240,"('block', 'tesla', 'selling')",1
1241,"('tesla', 'selling', 'direct')",1
1242,"('direct', 'louisiana', 'consumer')",1
1243,"('reutersaly', 'songfile', 'photo')",1
1244,"('louisiana', 'consumer', '22')",1
1245,"('consumer', '22', 'reuters')",1
1246,"('22', 'reuters', 'file')",1
1247,"('reuters', 'file', 'photo')",1
1248,"('7', '2020', 'reutersaly')",1
1249,"('2020', 'reutersaly', 'songfile')",1
1250,"('elon', 'musk', 'die')",1
1251,"('louisiana', 'nt', 'want')",1
1252,"('state', 'louisiana', 'nt')",1
1253,"('the', 'state', 'louisiana')",1
1254,"('tesla', 's', 'ceo')",1
1255,"('s', 'ceo', 'elon')",1
1256,"('elon', 'musk', 'mocked')",1
1257,"('musk', 'mocked', 'legacy')",1
1258,"('mocked', 'legacy', 'automaker')",1
1259,"('legacy', 'automaker', 'multiple')",1
1260,"('automaker', 'multiple', 'time')",1
1261,"('multiple', 'time', 'past')",1
1262,"('time', 'past', 'compared')",1
1263,"('past', 'compared', 'gasoline')",1
1264,"('compared', 'gasoline', 'car')",1
1265,"('gasoline', 'car', 'steam')",1
1266,"('car', 'steam', 'engine')",1
1267,"('steam', 'engine', 'that')",1
1268,"('engine', 'that', 'said')",1
1269,"('dominance', 'tesla', 's')",1
1270,"('s', 'dominance', 'tesla')",1
1271,"('company', 's', 'dominance')",1
1272,"('achieve', 'feat', 'so')",1
1273,"('last', 'year', 'became')",1
1274,"('year', 'became', 'first')",1
1275,"('became', 'first', 'automaker')",1
1276,"('first', 'automaker', 'globally')",1
1277,"('automaker', 'globally', 'achieve')",1
1278,"('globally', 'achieve', 'feat')",1
1279,"('feat', 'so', 'far')",1
1280,"('challenge', 'company', 's')",1
1281,"('so', 'far', 'none')",1
1282,"('far', 'none', 'legacy')",1
1283,"('none', 'legacy', 'automaker')",1
1284,"('legacy', 'automaker', 'able')",1
1285,"('automaker', 'able', 'challenge')",1
1286,"('able', 'challenge', 'company')",1
1287,"('that', 'said', 'legacy')",1
1288,"('said', 'legacy', 'automaker')",1
1289,"('legacy', 'automaker', 'also')",1
1290,"('block', 'freedom', 'consumer')",1
1291,"('said', 'the', 'secret')",1
1292,"('told', 'reuters', 'lawsuit')",1
1293,"('reuters', 'lawsuit', 'argues')",1
1294,"('lawsuit', 'argues', 'louisiana')",1
1295,"('argues', 'louisiana', 'block')",1
1296,"('louisiana', 'block', 'freedom')",1
1297,"('freedom', 'consumer', 'purchase')",1
1298,"('battery', 'technologythe', 'good')",1
1299,"('consumer', 'purchase', 'electric')",1
1300,"('purchase', 'electric', 'vehicle')",1
1301,"('electric', 'vehicle', 'september')",1
1302,"('vehicle', 'september', '5')",1
